frame,joint_name,x,y
696,head,203,23
696,shoulder,316,54
696,hip,188,550
696,knee,188,550
696,handle,292,767
697,head,203,23
697,shoulder,317,59
697,hip,188,552
697,knee,188,552
697,handle,295,770
698,head,203,23
698,shoulder,317,60
698,hip,189,555
698,knee,189,555
698,handle,295,771
699,head,203,23
699,shoulder,317,61
699,hip,190,557
699,knee,190,557
699,handle,295,773
700,head,203,23
700,shoulder,317,61
700,hip,191,560
700,knee,191,560
700,handle,295,775
701,head,203,23
701,shoulder,317,62
701,hip,191,562
701,knee,191,562
701,handle,296,776
702,head,203,23
702,shoulder,318,63
702,hip,192,563
702,knee,192,563
702,handle,296,777
703,head,203,23
703,shoulder,320,65
703,hip,193,566
703,knee,193,566
703,handle,293,778
704,head,203,23
704,shoulder,322,67
704,hip,195,569
704,knee,195,569
704,handle,289,779
705,head,203,23
705,shoulder,325,69
705,hip,196,572
705,knee,196,572
705,handle,286,779
706,head,203,23
706,shoulder,327,72
706,hip,198,575
706,knee,198,575
706,handle,282,780
707,head,203,23
707,shoulder,330,74
707,hip,199,578
707,knee,199,578
707,handle,279,781
708,head,203,23
708,shoulder,330,75
708,hip,197,580
708,knee,197,580
708,handle,279,781
709,head,203,23
709,shoulder,330,76
709,hip,195,582
709,knee,195,582
709,handle,279,782
710,head,203,23
710,shoulder,331,77
710,hip,193,584
710,knee,193,584
710,handle,279,782
711,head,203,23
711,shoulder,331,78
711,hip,191,586
711,knee,191,586
711,handle,279,783
712,head,203,23
712,shoulder,332,79
712,hip,189,588
712,knee,189,588
712,handle,279,784
713,head,203,23
713,shoulder,330,82
713,hip,192,590
713,knee,192,590
713,handle,280,783
714,head,203,23
714,shoulder,328,85
714,hip,194,592
714,knee,194,592
714,handle,281,781
715,head,203,23
715,shoulder,326,88
715,hip,197,595
715,knee,197,595
715,handle,282,780
716,head,203,23
716,shoulder,324,91
716,hip,200,597
716,knee,200,597
716,handle,283,778
717,head,203,23
717,shoulder,323,94
717,hip,203,600
717,knee,203,600
717,handle,283,777
718,head,203,23
718,shoulder,323,94
718,hip,203,600
718,knee,203,600
718,handle,283,780
719,head,203,23
719,shoulder,324,95
719,hip,203,601
719,knee,203,601
719,handle,283,783
720,head,203,23
720,shoulder,324,96
720,hip,203,601
720,knee,203,601
720,handle,283,786
721,head,203,23
721,shoulder,325,97
721,hip,203,602
721,knee,203,602
721,handle,283,789
722,head,203,23
722,shoulder,326,98
722,hip,203,602
722,knee,203,602
722,handle,284,792
723,head,203,23
723,shoulder,320,89
723,hip,200,601
723,knee,200,601
723,handle,284,792
724,head,203,23
724,shoulder,314,81
724,hip,198,599
724,knee,198,599
724,handle,285,793
725,head,203,23
725,shoulder,308,73
725,hip,195,598
725,knee,195,598
725,handle,285,793
726,head,203,23
726,shoulder,302,65
726,hip,193,597
726,knee,193,597
726,handle,286,794
727,head,203,23
727,shoulder,296,57
727,hip,191,596
727,knee,191,596
727,handle,286,795
728,head,203,23
728,shoulder,296,58
728,hip,191,596
728,knee,191,596
728,handle,286,793
729,head,203,23
729,shoulder,297,59
729,hip,192,597
729,knee,192,597
729,handle,286,791
730,head,203,23
730,shoulder,297,59
730,hip,193,597
730,knee,193,597
730,handle,286,789
731,head,203,23
731,shoulder,298,60
731,hip,194,598
731,knee,194,598
731,handle,286,787
732,head,203,23
732,shoulder,299,61
732,hip,195,598
732,knee,195,598
732,handle,286,786
733,head,203,23
733,shoulder,299,61
733,hip,198,595
733,knee,198,595
733,handle,286,788
734,head,203,23
734,shoulder,300,62
734,hip,200,593
734,knee,200,593
734,handle,286,791
735,head,203,23
735,shoulder,300,63
735,hip,203,590
735,knee,203,590
735,handle,286,794
736,head,203,23
736,shoulder,301,64
736,hip,205,587
736,knee,205,587
736,handle,286,797
737,head,203,23
737,shoulder,302,65
737,hip,207,585
737,knee,207,585
737,handle,287,800
738,head,203,23
738,shoulder,302,65
738,hip,205,588
738,knee,205,588
738,handle,287,800
739,head,203,23
739,shoulder,303,66
739,hip,204,592
739,knee,204,592
739,handle,287,800
740,head,203,23
740,shoulder,304,66
740,hip,202,596
740,knee,202,596
740,handle,287,801
741,head,203,23
741,shoulder,305,67
741,hip,200,599
741,knee,200,599
741,handle,288,801
742,head,203,23
742,shoulder,305,68
742,hip,198,603
742,knee,198,603
742,handle,288,802
743,head,203,23
743,shoulder,306,69
743,hip,198,603
743,knee,198,603
743,handle,288,800
744,head,203,23
744,shoulder,306,70
744,hip,199,603
744,knee,199,603
744,handle,288,799
745,head,203,23
745,shoulder,306,70
745,hip,200,604
745,knee,200,604
745,handle,288,797
746,head,203,23
746,shoulder,306,71
746,hip,200,604
746,knee,200,604
746,handle,287,795
747,head,203,23
747,shoulder,306,72
747,hip,201,605
747,knee,201,605
747,handle,286,794
748,head,203,23
748,shoulder,306,72
748,hip,204,606
748,knee,204,606
748,handle,286,796
749,head,203,23
749,shoulder,306,73
749,hip,206,607
749,knee,206,607
749,handle,286,799
750,head,203,23
750,shoulder,307,73
750,hip,209,609
750,knee,209,609
750,handle,286,801
751,head,203,23
751,shoulder,307,74
751,hip,212,610
751,knee,212,610
751,handle,287,804
752,head,203,23
752,shoulder,308,75
752,hip,215,612
752,knee,215,612
752,handle,288,807
753,head,203,23
753,shoulder,308,75
753,hip,210,612
753,knee,210,612
753,handle,286,807
754,head,203,23
754,shoulder,308,76
754,hip,205,613
754,knee,205,613
754,handle,285,807
755,head,203,23
755,shoulder,308,76
755,hip,201,613
755,knee,201,613
755,handle,284,808
756,head,203,23
756,shoulder,308,77
756,hip,196,614
756,knee,196,614
756,handle,282,808
757,head,203,23
757,shoulder,309,78
757,hip,192,615
757,knee,192,615
757,handle,281,809
758,head,203,23
758,shoulder,309,78
758,hip,191,618
758,knee,191,618
758,handle,282,807
759,head,203,23
759,shoulder,309,78
759,hip,190,621
759,knee,190,621
759,handle,283,805
760,head,203,23
760,shoulder,310,79
760,hip,189,624
760,knee,189,624
760,handle,284,803
761,head,203,23
761,shoulder,310,79
761,hip,188,626
761,knee,188,626
761,handle,285,801
762,head,203,23
762,shoulder,311,80
762,hip,187,629
762,knee,187,629
762,handle,286,800
763,head,203,23
763,shoulder,311,80
763,hip,183,632
763,knee,183,632
763,handle,286,800
764,head,203,23
764,shoulder,310,81
764,hip,179,636
764,knee,179,636
764,handle,286,800
765,head,203,23
765,shoulder,310,81
765,hip,175,639
765,knee,175,639
765,handle,286,800
766,head,203,23
766,shoulder,310,82
766,hip,171,642
766,knee,171,642
766,handle,286,800
767,head,203,23
767,shoulder,310,83
767,hip,166,646
767,knee,166,646
767,handle,286,801
768,head,203,23
768,shoulder,310,83
768,hip,162,645
768,knee,162,645
768,handle,287,800
769,head,203,23
769,shoulder,309,83
769,hip,158,644
769,knee,158,644
769,handle,288,799
770,head,203,23
770,shoulder,309,84
770,hip,154,643
770,knee,154,643
770,handle,290,798
771,head,203,23
771,shoulder,309,84
771,hip,151,642
771,knee,151,642
771,handle,293,797
772,head,203,23
772,shoulder,308,85
772,hip,147,641
772,knee,147,641
772,handle,296,797
773,head,203,23
773,shoulder,308,85
773,hip,148,641
773,knee,148,641
773,handle,296,798
774,head,203,23
774,shoulder,308,86
774,hip,150,642
774,knee,150,642
774,handle,296,800
775,head,203,23
775,shoulder,309,86
775,hip,153,642
775,knee,153,642
775,handle,298,801
776,head,203,23
776,shoulder,309,87
776,hip,155,643
776,knee,155,643
776,handle,298,803
777,head,203,23
777,shoulder,309,88
777,hip,157,644
777,knee,157,644
777,handle,299,805
778,head,203,23
778,shoulder,309,88
778,hip,156,641
778,knee,156,641
778,handle,301,805
779,head,203,23
779,shoulder,309,88
779,hip,154,639
779,knee,154,639
779,handle,303,805
780,head,203,23
780,shoulder,309,88
780,hip,152,636
780,knee,152,636
780,handle,303,806
781,head,203,23
781,shoulder,310,88
781,hip,150,634
781,knee,150,634
781,handle,303,806
782,head,203,23
782,shoulder,310,89
782,hip,149,632
782,knee,149,632
782,handle,303,807
783,head,203,23
783,shoulder,310,89
783,hip,148,635
783,knee,148,635
783,handle,301,809
784,head,203,23
784,shoulder,310,90
784,hip,148,638
784,knee,148,638
784,handle,299,812
785,head,203,23
785,shoulder,310,90
785,hip,148,641
785,knee,148,641
785,handle,298,815
786,head,203,23
786,shoulder,310,91
786,hip,148,644
786,knee,148,644
786,handle,298,817
787,head,203,23
787,shoulder,311,92
787,hip,148,646
787,knee,148,646
787,handle,299,820
788,head,203,23
788,shoulder,311,92
788,hip,149,645
788,knee,149,645
788,handle,300,818
789,head,203,23
789,shoulder,311,92
789,hip,149,643
789,knee,149,643
789,handle,303,816
790,head,203,23
790,shoulder,311,93
790,hip,149,641
790,knee,149,641
790,handle,304,815
791,head,203,23
791,shoulder,311,93
791,hip,149,639
791,knee,149,639
791,handle,304,813
792,head,203,23
792,shoulder,311,94
792,hip,149,637
792,knee,149,637
792,handle,304,812
793,head,203,23
793,shoulder,312,94
793,hip,148,640
793,knee,148,640
793,handle,303,814
794,head,203,23
794,shoulder,312,94
794,hip,147,642
794,knee,147,642
794,handle,301,817
795,head,203,23
795,shoulder,312,94
795,hip,147,645
795,knee,147,645
795,handle,298,819
796,head,203,23
796,shoulder,313,94
796,hip,146,647
796,knee,146,647
796,handle,295,822
797,head,203,23
797,shoulder,314,94
797,hip,145,650
797,knee,145,650
797,handle,293,825
798,head,203,23
798,shoulder,314,94
798,hip,147,648
798,knee,147,648
798,handle,291,824
799,head,203,23
799,shoulder,314,95
799,hip,149,647
799,knee,149,647
799,handle,290,824
800,head,203,23
800,shoulder,315,95
800,hip,150,646
800,knee,150,646
800,handle,289,823
801,head,203,23
801,shoulder,315,96
801,hip,152,645
801,knee,152,645
801,handle,288,823
802,head,203,23
802,shoulder,315,97
802,hip,154,644
802,knee,154,644
802,handle,287,823
803,head,203,23
803,shoulder,315,97
803,hip,154,643
803,knee,154,643
803,handle,286,822
804,head,203,23
804,shoulder,315,98
804,hip,155,643
804,knee,155,643
804,handle,286,821
805,head,203,23
805,shoulder,315,98
805,hip,155,643
805,knee,155,643
805,handle,286,820
806,head,203,23
806,shoulder,315,99
806,hip,155,643
806,knee,155,643
806,handle,286,819
807,head,203,23
807,shoulder,315,100
807,hip,155,643
807,knee,155,643
807,handle,284,818
808,head,203,23
808,shoulder,315,100
808,hip,155,644
808,knee,155,644
808,handle,284,818
809,head,203,23
809,shoulder,315,100
809,hip,155,644
809,knee,155,644
809,handle,284,818
810,head,203,23
810,shoulder,316,101
810,hip,155,645
810,knee,155,645
810,handle,284,819
811,head,203,23
811,shoulder,316,101
811,hip,155,645
811,knee,155,645
811,handle,284,819
812,head,203,23
812,shoulder,316,102
812,hip,155,646
812,knee,155,646
812,handle,285,820
813,head,203,23
813,shoulder,316,102
813,hip,155,646
813,knee,155,646
813,handle,285,820
814,head,203,23
814,shoulder,316,103
814,hip,155,647
814,knee,155,647
814,handle,287,820
815,head,203,23
815,shoulder,316,103
815,hip,155,647
815,knee,155,647
815,handle,289,821
816,head,203,23
816,shoulder,316,104
816,hip,155,648
816,knee,155,648
816,handle,291,821
817,head,203,23
817,shoulder,316,105
817,hip,155,649
817,knee,155,649
817,handle,292,822
818,head,203,23
818,shoulder,316,105
818,hip,154,649
818,knee,154,649
818,handle,293,822
819,head,203,23
819,shoulder,316,105
819,hip,154,648
819,knee,154,648
819,handle,292,822
820,head,203,23
820,shoulder,317,106
820,hip,154,648
820,knee,154,648
820,handle,292,823
821,head,203,23
821,shoulder,317,106
821,hip,154,648
821,knee,154,648
821,handle,290,823
822,head,203,23
822,shoulder,318,106
822,hip,153,647
822,knee,153,647
822,handle,289,823
823,head,203,23
823,shoulder,318,106
823,hip,152,650
823,knee,152,650
823,handle,288,823
824,head,203,23
824,shoulder,318,106
824,hip,151,652
824,knee,151,652
824,handle,288,823
825,head,203,23
825,shoulder,318,106
825,hip,150,654
825,knee,150,654
825,handle,287,823
826,head,203,23
826,shoulder,318,106
826,hip,149,656
826,knee,149,656
826,handle,288,823
827,head,203,23
827,shoulder,319,106
827,hip,148,659
827,knee,148,659
827,handle,288,823
828,head,203,23
828,shoulder,319,106
828,hip,150,659
828,knee,150,659
828,handle,289,823
829,head,203,23
829,shoulder,319,106
829,hip,153,660
829,knee,153,660
829,handle,289,823
830,head,203,23
830,shoulder,319,106
830,hip,155,660
830,knee,155,660
830,handle,289,823
831,head,203,23
831,shoulder,319,106
831,hip,158,661
831,knee,158,661
831,handle,289,823
832,head,203,23
832,shoulder,319,106
832,hip,161,661
832,knee,161,661
832,handle,289,822
833,head,203,23
833,shoulder,319,106
833,hip,159,658
833,knee,159,658
833,handle,289,823
834,head,203,23
834,shoulder,319,106
834,hip,158,655
834,knee,158,655
834,handle,288,823
835,head,203,23
835,shoulder,319,106
835,hip,157,652
835,knee,157,652
835,handle,288,823
836,head,203,23
836,shoulder,320,106
836,hip,156,649
836,knee,156,649
836,handle,287,824
837,head,203,23
837,shoulder,320,107
837,hip,155,646
837,knee,155,646
837,handle,287,824
838,head,203,23
838,shoulder,320,107
838,hip,154,648
838,knee,154,648
838,handle,285,826
839,head,203,23
839,shoulder,320,107
839,hip,154,651
839,knee,154,651
839,handle,284,827
840,head,203,23
840,shoulder,320,107
840,hip,153,654
840,knee,153,654
840,handle,283,829
841,head,203,23
841,shoulder,320,107
841,hip,153,657
841,knee,153,657
841,handle,281,831
842,head,203,23
842,shoulder,320,107
842,hip,152,660
842,knee,152,660
842,handle,280,832
843,head,203,23
843,shoulder,320,107
843,hip,153,658
843,knee,153,658
843,handle,281,830
844,head,203,23
844,shoulder,321,108
844,hip,153,656
844,knee,153,656
844,handle,283,828
845,head,203,23
845,shoulder,321,108
845,hip,154,654
845,knee,154,654
845,handle,284,825
846,head,203,23
846,shoulder,321,108
846,hip,155,652
846,knee,155,652
846,handle,286,823
847,head,203,23
847,shoulder,321,109
847,hip,156,649
847,knee,156,649
847,handle,287,821
848,head,203,23
848,shoulder,321,109
848,hip,156,652
848,knee,156,652
848,handle,288,824
849,head,203,23
849,shoulder,321,109
849,hip,156,655
849,knee,156,655
849,handle,289,828
850,head,203,23
850,shoulder,321,110
850,hip,155,657
850,knee,155,657
850,handle,289,831
851,head,203,23
851,shoulder,321,110
851,hip,154,660
851,knee,154,660
851,handle,289,835
852,head,203,23
852,shoulder,321,111
852,hip,154,663
852,knee,154,663
852,handle,288,838
853,head,203,23
853,shoulder,321,111
853,hip,154,660
853,knee,154,660
853,handle,288,836
854,head,203,22
854,shoulder,321,111
854,hip,155,658
854,knee,155,658
854,handle,288,834
855,head,203,22
855,shoulder,321,111
855,hip,155,655
855,knee,155,655
855,handle,287,832
856,head,203,21
856,shoulder,321,111
856,hip,156,652
856,knee,156,652
856,handle,287,830
857,head,203,21
857,shoulder,321,112
857,hip,156,649
857,knee,156,649
857,handle,287,829
858,head,204,21
858,shoulder,321,112
858,hip,156,650
858,knee,156,650
858,handle,286,830
859,head,204,21
859,shoulder,321,112
859,hip,157,651
859,knee,157,651
859,handle,284,832
860,head,204,21
860,shoulder,321,112
860,hip,157,653
860,knee,157,653
860,handle,283,834
861,head,204,21
861,shoulder,321,112
861,hip,157,654
861,knee,157,654
861,handle,282,836
862,head,204,21
862,shoulder,321,113
862,hip,157,656
862,knee,157,656
862,handle,280,838
863,head,204,21
863,shoulder,321,113
863,hip,158,658
863,knee,158,658
863,handle,281,840
864,head,204,21
864,shoulder,321,113
864,hip,160,661
864,knee,160,661
864,handle,282,842
865,head,204,21
865,shoulder,321,114
865,hip,161,663
865,knee,161,663
865,handle,283,844
866,head,204,21
866,shoulder,322,114
866,hip,163,666
866,knee,163,666
866,handle,284,846
867,head,204,21
867,shoulder,322,115
867,hip,164,669
867,knee,164,669
867,handle,286,849
868,head,204,21
868,shoulder,322,115
868,hip,163,665
868,knee,163,665
868,handle,286,848
869,head,204,21
869,shoulder,322,115
869,hip,162,661
869,knee,162,661
869,handle,287,847
870,head,204,21
870,shoulder,322,115
870,hip,161,657
870,knee,161,657
870,handle,288,846
871,head,204,21
871,shoulder,322,115
871,hip,160,653
871,knee,160,653
871,handle,289,845
872,head,204,21
872,shoulder,322,116
872,hip,159,649
872,knee,159,649
872,handle,290,844
873,head,204,21
873,shoulder,322,116
873,hip,156,645
873,knee,156,645
873,handle,291,842
874,head,204,21
874,shoulder,322,117
874,hip,153,642
874,knee,153,642
874,handle,292,840
875,head,204,21
875,shoulder,322,117
875,hip,150,638
875,knee,150,638
875,handle,293,838
876,head,204,21
876,shoulder,322,118
876,hip,147,635
876,knee,147,635
876,handle,294,836
877,head,204,21
877,shoulder,323,119
877,hip,144,631
877,knee,144,631
877,handle,294,833
878,head,204,21
878,shoulder,323,119
878,hip,144,631
878,knee,144,631
878,handle,295,832
879,head,204,21
879,shoulder,323,119
879,hip,144,631
879,knee,144,631
879,handle,295,831
880,head,204,21
880,shoulder,323,119
880,hip,144,632
880,knee,144,632
880,handle,295,830
881,head,204,21
881,shoulder,322,119
881,hip,144,632
881,knee,144,632
881,handle,296,829
882,head,204,21
882,shoulder,322,119
882,hip,144,633
882,knee,144,633
882,handle,296,829
883,head,204,21
883,shoulder,322,119
883,hip,144,633
883,knee,144,633
883,handle,294,829
884,head,204,21
884,shoulder,323,119
884,hip,145,633
884,knee,145,633
884,handle,292,829
885,head,204,21
885,shoulder,323,120
885,hip,145,632
885,knee,145,632
885,handle,290,829
886,head,204,21
886,shoulder,323,120
886,hip,145,632
886,knee,145,632
886,handle,289,830
887,head,204,21
887,shoulder,323,120
887,hip,145,632
887,knee,145,632
887,handle,287,830
888,head,204,21
888,shoulder,323,121
888,hip,143,631
888,knee,143,631
888,handle,289,833
889,head,204,21
889,shoulder,323,121
889,hip,142,630
889,knee,142,630
889,handle,291,837
890,head,204,21
890,shoulder,323,121
890,hip,140,629
890,knee,140,629
890,handle,292,840
891,head,204,21
891,shoulder,323,121
891,hip,138,628
891,knee,138,628
891,handle,293,844
892,head,204,21
892,shoulder,323,122
892,hip,137,628
892,knee,137,628
892,handle,295,848
893,head,204,21
893,shoulder,323,122
893,hip,139,629
893,knee,139,629
893,handle,293,847
894,head,204,21
894,shoulder,323,122
894,hip,140,630
894,knee,140,630
894,handle,291,847
895,head,204,21
895,shoulder,324,122
895,hip,142,631
895,knee,142,631
895,handle,289,846
896,head,204,21
896,shoulder,324,122
896,hip,144,633
896,knee,144,633
896,handle,287,846
897,head,204,21
897,shoulder,324,123
897,hip,145,634
897,knee,145,634
897,handle,286,846
898,head,204,21
898,shoulder,324,123
898,hip,145,634
898,knee,145,634
898,handle,286,847
899,head,204,21
899,shoulder,324,123
899,hip,145,635
899,knee,145,635
899,handle,286,848
900,head,204,21
900,shoulder,324,123
900,hip,145,636
900,knee,145,636
900,handle,287,849
901,head,204,21
901,shoulder,324,123
901,hip,145,637
901,knee,145,637
901,handle,288,849
902,head,204,21
902,shoulder,325,123
902,hip,145,638
902,knee,145,638
902,handle,288,850
903,head,204,21
903,shoulder,325,123
903,hip,145,636
903,knee,145,636
903,handle,289,848
904,head,204,21
904,shoulder,325,124
904,hip,145,634
904,knee,145,634
904,handle,289,846
905,head,204,21
905,shoulder,325,124
905,hip,145,632
905,knee,145,632
905,handle,289,844
906,head,204,21
906,shoulder,325,124
906,hip,145,630
906,knee,145,630
906,handle,290,842
907,head,204,21
907,shoulder,326,125
907,hip,145,628
907,knee,145,628
907,handle,290,840
908,head,204,21
908,shoulder,326,125
908,hip,144,629
908,knee,144,629
908,handle,290,842
909,head,204,21
909,shoulder,326,125
909,hip,142,629
909,knee,142,629
909,handle,291,845
910,head,204,21
910,shoulder,326,125
910,hip,141,630
910,knee,141,630
910,handle,291,847
911,head,204,21
911,shoulder,326,125
911,hip,139,630
911,knee,139,630
911,handle,291,850
912,head,204,21
912,shoulder,327,126
912,hip,137,631
912,knee,137,631
912,handle,291,852
913,head,204,21
913,shoulder,327,126
913,hip,139,632
913,knee,139,632
913,handle,291,852
914,head,204,21
914,shoulder,327,126
914,hip,141,634
914,knee,141,634
914,handle,292,852
915,head,204,21
915,shoulder,327,126
915,hip,142,636
915,knee,142,636
915,handle,292,853
916,head,204,21
916,shoulder,327,126
916,hip,144,638
916,knee,144,638
916,handle,292,853
917,head,204,21
917,shoulder,327,127
917,hip,145,640
917,knee,145,640
917,handle,293,854
918,head,204,21
918,shoulder,327,127
918,hip,146,639
918,knee,146,639
918,handle,293,852
919,head,204,21
919,shoulder,327,127
919,hip,146,639
919,knee,146,639
919,handle,294,850
920,head,204,21
920,shoulder,327,127
920,hip,146,638
920,knee,146,638
920,handle,294,848
921,head,204,21
921,shoulder,328,128
921,hip,147,638
921,knee,147,638
921,handle,294,845
922,head,204,21
922,shoulder,328,128
922,hip,147,637
922,knee,147,637
922,handle,294,843
923,head,204,21
923,shoulder,328,128
923,hip,147,636
923,knee,147,636
923,handle,294,845
924,head,204,21
924,shoulder,328,128
924,hip,147,636
924,knee,147,636
924,handle,294,846
925,head,204,21
925,shoulder,328,128
925,hip,147,635
925,knee,147,635
925,handle,294,847
926,head,204,21
926,shoulder,328,128
926,hip,147,635
926,knee,147,635
926,handle,295,848
